orig,dest,age,sex,flow
Scotland,South East,50-64,Females,354
Scotland,South West,50-64,Females,163
Scotland,Wales,50-64,Females,45
Scotland,Scotland,50-64,Females,0
Scotland,Northern Ireland,50-64,Females,34
Northern Ireland,North East,50-64,Females,13
Northern Ireland,North West,50-64,Females,69
Northern Ireland,Yorkshire and The Humber,50-64,Females,18
Northern Ireland,East Midlands,50-64,Females,21
Northern Ireland,West Midlands,50-64,Females,29
Northern Ireland,East,50-64,Females,32
Northern Ireland,London,50-64,Females,47
Northern Ireland,South East,50-64,Females,45
Northern Ireland,South West,50-64,Females,26
Northern Ireland,Wales,50-64,Females,15
Northern Ireland,Scotland,50-64,Females,67
Northern Ireland,Northern Ireland,50-64,Females,0
North East,North East,65-74,Males,0
North East,North West,65-74,Males,70
North East,Yorkshire and The Humber,65-74,Males,104
North East,East Midlands,65-74,Males,38
North East,West Midlands,65-74,Males,36
North East,East,65-74,Males,26
North East,London,65-74,Males,26
North East,South East,65-74,Males,57
North East,South West,65-74,Males,20
North East,Wales,65-74,Males,3
North East,Scotland,65-74,Males,42
North East,Northern Ireland,65-74,Males,6
North West,North East,65-74,Males,40
North West,North West,65-74,Males,0
North West,Yorkshire and The Humber,65-74,Males,162
North West,East Midlands,65-74,Males,72
North West,West Midlands,65-74,Males,119
North West,East,65-74,Males,66
North West,London,65-74,Males,78
North West,South East,65-74,Males,130
North West,South West,65-74,Males,91
North West,Wales,65-74,Males,125
North West,Scotland,65-74,Males,75
North West,Northern Ireland,65-74,Males,6
Yorkshire and The Humber,North East,65-74,Males,86
Yorkshire and The Humber,North West,65-74,Males,138
Yorkshire and The Humber,Yorkshire and The Humber,65-74,Males,0
Yorkshire and The Humber,East Midlands,65-74,Males,200
Yorkshire and The Humber,West Midlands,65-74,Males,55
Yorkshire and The Humber,East,65-74,Males,77
Yorkshire and The Humber,London,65-74,Males,67
Yorkshire and The Humber,South East,65-74,Males,93
Yorkshire and The Humber,South West,65-74,Males,74
Yorkshire and The Humber,Wales,65-74,Males,31
Yorkshire and The Humber,Scotland,65-74,Males,51
Yorkshire and The Humber,Northern Ireland,65-74,Males,14
East Midlands,North East,65-74,Males,35
East Midlands,North West,65-74,Males,89
East Midlands,Yorkshire and The Humber,65-74,Males,226
East Midlands,East Midlands,65-74,Males,0
East Midlands,West Midlands,65-74,Males,165
East Midlands,East,65-74,Males,258
East Midlands,London,65-74,Males,119
East Midlands,South East,65-74,Males,209
East Midlands,South West,65-74,Males,128
East Midlands,Wales,65-74,Males,37
East Midlands,Scotland,65-74,Males,65
East Midlands,Northern Ireland,65-74,Males,5
West Midlands,North East,65-74,Males,23
West Midlands,North West,65-74,Males,133
West Midlands,Yorkshire and The Humber,65-74,Males,67
West Midlands,East Midlands,65-74,Males,148
West Midlands,West Midlands,65-74,Males,0
West Midlands,East,65-74,Males,89
West Midlands,London,65-74,Males,107
West Midlands,South East,65-74,Males,145
West Midlands,South West,65-74,Males,195
West Midlands,Wales,65-74,Males,148
West Midlands,Scotland,65-74,Males,41
West Midlands,Northern Ireland,65-74,Males,8
East,North East,65-74,Males,24
East,North West,65-74,Males,70
East,Yorkshire and The Humber,65-74,Males,73
East,East Midlands,65-74,Males,202
East,West Midlands,65-74,Males,77
East,East,65-74,Males,0
East,London,65-74,Males,886
East,South East,65-74,Males,389
East,South West,65-74,Males,137
East,Wales,65-74,Males,36
East,Scotland,65-74,Males,57
East,Northern Ireland,65-74,Males,5
London,North East,65-74,Males,35
London,North West,65-74,Males,58
London,Yorkshire and The Humber,65-74,Males,46
London,East Midlands,65-74,Males,51
London,West Midlands,65-74,Males,60
London,East,65-74,Males,284
London,London,65-74,Males,0
London,South East,65-74,Males,557
London,South West,65-74,Males,176
London,Wales,65-74,Males,44
London,Scotland,65-74,Males,48
London,Northern Ireland,65-74,Males,9
South East,North East,65-74,Males,51
South East,North West,65-74,Males,144
South East,Yorkshire and The Humber,65-74,Males,102
South East,East Midlands,65-74,Males,168
South East,West Midlands,65-74,Males,159
South East,East,65-74,Males,394
South East,London,65-74,Males,1368
South East,South East,65-74,Males,0
South East,South West,65-74,Males,486
South East,Wales,65-74,Males,96
South East,Scotland,65-74,Males,93
South East,Northern Ireland,65-74,Males,11
South West,North East,65-74,Males,23
South West,North West,65-74,Males,139
South West,Yorkshire and The Humber,65-74,Males,101
South West,East Midlands,65-74,Males,184
South West,West Midlands,65-74,Males,379
South West,East,65-74,Males,271
South West,London,65-74,Males,510
South West,South East,65-74,Males,969
South West,South West,65-74,Males,0
South West,Wales,65-74,Males,153
South West,Scotland,65-74,Males,78
South West,Northern Ireland,65-74,Males,7
Wales,North East,65-74,Males,11
Wales,North West,65-74,Males,318
Wales,Yorkshire and The Humber,65-74,Males,52
Wales,East Midlands,65-74,Males,79
Wales,West Midlands,65-74,Males,243
Wales,East,65-74,Males,96
Wales,London,65-74,Males,105
Wales,South East,65-74,Males,139
Wales,South West,65-74,Males,161
Wales,Wales,65-74,Males,0
Wales,Scotland,65-74,Males,16
Wales,Northern Ireland,65-74,Males,5
Scotland,North East,65-74,Males,37
Scotland,North West,65-74,Males,90
Scotland,Yorkshire and The Humber,65-74,Males,57
Scotland,East Midlands,65-74,Males,47
Scotland,West Midlands,65-74,Males,35
Scotland,East,65-74,Males,72
Scotland,London,65-74,Males,58
Scotland,South East,65-74,Males,97
Scotland,South West,65-74,Males,47
Scotland,Wales,65-74,Males,18
Scotland,Scotland,65-74,Males,0
Scotland,Northern Ireland,65-74,Males,18
Northern Ireland,North East,65-74,Males,6
Northern Ireland,North West,65-74,Males,29
Northern Ireland,Yorkshire and The Humber,65-74,Males,6
Northern Ireland,East Midlands,65-74,Males,6
Northern Ireland,West Midlands,65-74,Males,14
Northern Ireland,East,65-74,Males,13
Northern Ireland,London,65-74,Males,44
Northern Ireland,South East,65-74,Males,20
Northern Ireland,South West,65-74,Males,4
Northern Ireland,Wales,65-74,Males,4
Northern Ireland,Scotland,65-74,Males,14
Northern Ireland,Northern Ireland,65-74,Males,0
North East,North East,65-74,Females,0
North East,North West,65-74,Females,45
North East,Yorkshire and The Humber,65-74,Females,87
North East,East Midlands,65-74,Females,34
North East,West Midlands,65-74,Females,16
North East,East,65-74,Females,30
North East,London,65-74,Females,34
North East,South East,65-74,Females,61
North East,South West,65-74,Females,35
North East,Wales,65-74,Females,11
North East,Scotland,65-74,Females,43
North East,Northern Ireland,65-74,Females,1
North West,North East,65-74,Females,55
North West,North West,65-74,Females,0
North West,Yorkshire and The Humber,65-74,Females,162
North West,East Midlands,65-74,Females,94
North West,West Midlands,65-74,Females,122
North West,East,65-74,Females,74
North West,London,65-74,Females,77
North West,South East,65-74,Females,133
North West,South West,65-74,Females,94
North West,Wales,65-74,Females,120
North West,Scotland,65-74,Females,77
North West,Northern Ireland,65-74,Females,5
Yorkshire and The Humber,North East,65-74,Females,76
Yorkshire and The Humber,North West,65-74,Females,164
Yorkshire and The Humber,Yorkshire and The Humber,65-74,Females,0
Yorkshire and The Humber,East Midlands,65-74,Females,182
Yorkshire and The Humber,West Midlands,65-74,Females,62
Yorkshire and The Humber,East,65-74,Females,75
Yorkshire and The Humber,London,65-74,Females,69
Yorkshire and The Humber,South East,65-74,Females,95
Yorkshire and The Humber,South West,65-74,Females,74
Yorkshire and The Humber,Wales,65-74,Females,38
Yorkshire and The Humber,Scotland,65-74,Females,69
Yorkshire and The Humber,Northern Ireland,65-74,Females,9
East Midlands,North East,65-74,Females,36
East Midlands,North West,65-74,Females,104
East Midlands,Yorkshire and The Humber,65-74,Females,209
East Midlands,East Midlands,65-74,Females,0
East Midlands,West Midlands,65-74,Females,151
East Midlands,East,65-74,Females,236
East Midlands,London,65-74,Females,121
East Midlands,South East,65-74,Females,221
East Midlands,South West,65-74,Females,145
East Midlands,Wales,65-74,Females,54
East Midlands,Scotland,65-74,Females,61
East Midlands,Northern Ireland,65-74,Females,10
West Midlands,North East,65-74,Females,21
West Midlands,North West,65-74,Females,112
West Midlands,Yorkshire and The Humber,65-74,Females,59
West Midlands,East Midlands,65-74,Females,122
West Midlands,West Midlands,65-74,Females,0
West Midlands,East,65-74,Females,93
West Midlands,London,65-74,Females,102
West Midlands,South East,65-74,Females,131
West Midlands,South West,65-74,Females,202
West Midlands,Wales,65-74,Females,146
West Midlands,Scotland,65-74,Females,24
West Midlands,Northern Ireland,65-74,Females,9
East,North East,65-74,Females,27
East,North West,65-74,Females,92
East,Yorkshire and The Humber,65-74,Females,71
East,East Midlands,65-74,Females,201
East,West Midlands,65-74,Females,68
East,East,65-74,Females,0
East,London,65-74,Females,855
East,South East,65-74,Females,356
East,South West,65-74,Females,157
East,Wales,65-74,Females,38
East,Scotland,65-74,Females,46
East,Northern Ireland,65-74,Females,6
London,North East,65-74,Females,26
London,North West,65-74,Females,71
London,Yorkshire and The Humber,65-74,Females,48
London,East Midlands,65-74,Females,57
London,West Midlands,65-74,Females,76
London,East,65-74,Females,278
London,London,65-74,Females,0
London,South East,65-74,Females,501
London,South West,65-74,Females,159
London,Wales,65-74,Females,39
London,Scotland,65-74,Females,52
London,Northern Ireland,65-74,Females,5
South East,North East,65-74,Females,31
South East,North West,65-74,Females,153
South East,Yorkshire and The Humber,65-74,Females,114
South East,East Midlands,65-74,Females,169
South East,West Midlands,65-74,Females,152
South East,East,65-74,Females,436
South East,London,65-74,Females,1378
South East,South East,65-74,Females,0
South East,South West,65-74,Females,608
South East,Wales,65-74,Females,109
South East,Scotland,65-74,Females,96
South East,Northern Ireland,65-74,Females,15
South West,North East,65-74,Females,21
South West,North West,65-74,Females,166
South West,Yorkshire and The Humber,65-74,Females,123
South West,East Midlands,65-74,Females,162
South West,West Midlands,65-74,Females,352
South West,East,65-74,Females,232
South West,London,65-74,Females,478
South West,South East,65-74,Females,882
South West,South West,65-74,Females,0
South West,Wales,65-74,Females,139
South West,Scotland,65-74,Females,66
South West,Northern Ireland,65-74,Females,9
Wales,North East,65-74,Females,5
Wales,North West,65-74,Females,259
Wales,Yorkshire and The Humber,65-74,Females,40
Wales,East Midlands,65-74,Females,63
Wales,West Midlands,65-74,Females,209
Wales,East,65-74,Females,69
Wales,London,65-74,Females,96
Wales,South East,65-74,Females,131
Wales,South West,65-74,Females,137
Wales,Wales,65-74,Females,0
Wales,Scotland,65-74,Females,22
Wales,Northern Ireland,65-74,Females,5
Scotland,North East,65-74,Females,36
Scotland,North West,65-74,Females,82
Scotland,Yorkshire and The Humber,65-74,Females,50
Scotland,East Midlands,65-74,Females,39
Scotland,West Midlands,65-74,Females,40
Scotland,East,65-74,Females,58
Scotland,London,65-74,Females,39
Scotland,South East,65-74,Females,97
Scotland,South West,65-74,Females,44
Scotland,Wales,65-74,Females,23
Scotland,Scotland,65-74,Females,0
Scotland,Northern Ireland,65-74,Females,6
Northern Ireland,North East,65-74,Females,0
Northern Ireland,North West,65-74,Females,32
Northern Ireland,Yorkshire and The Humber,65-74,Females,12
Northern Ireland,East Midlands,65-74,Females,8
Northern Ireland,West Midlands,65-74,Females,5
Northern Ireland,East,65-74,Females,14
Northern Ireland,London,65-74,Females,25
Northern Ireland,South East,65-74,Females,22
Northern Ireland,South West,65-74,Females,4
Northern Ireland,Wales,65-74,Females,9
Northern Ireland,Scotland,65-74,Females,17
Northern Ireland,Northern Ireland,65-74,Females,0
North East,North East,75+,Males,0
North East,North West,75+,Males,34
North East,Yorkshire and The Humber,75+,Males,69
North East,East Midlands,75+,Males,26
North East,West Midlands,75+,Males,10
North East,East,75+,Males,18
North East,London,75+,Males,14
North East,South East,75+,Males,27
North East,South West,75+,Males,20
North East,Wales,75+,Males,5
North East,Scotland,75+,Males,18
North East,Northern Ireland,75+,Males,1
North West,North East,75+,Males,34
North West,North West,75+,Males,0
North West,Yorkshire and The Humber,75+,Males,104
North West,East Midlands,75+,Males,64
North West,West Midlands,75+,Males,92
North West,East,75+,Males,47
North West,London,75+,Males,39
North West,South East,75+,Males,89
North West,South West,75+,Males,70
North West,Wales,75+,Males,68
North West,Scotland,75+,Males,59
North West,Northern Ireland,75+,Males,4
Yorkshire and The Humber,North East,75+,Males,58
Yorkshire and The Humber,North West,75+,Males,107
Yorkshire and The Humber,Yorkshire and The Humber,75+,Males,0
Yorkshire and The Humber,East Midlands,75+,Males,100
Yorkshire and The Humber,West Midlands,75+,Males,39
Yorkshire and The Humber,East,75+,Males,55
Yorkshire and The Humber,London,75+,Males,27
Yorkshire and The Humber,South East,75+,Males,51
Yorkshire and The Humber,South West,75+,Males,36
Yorkshire and The Humber,Wales,75+,Males,20
Yorkshire and The Humber,Scotland,75+,Males,25
Yorkshire and The Humber,Northern Ireland,75+,Males,1
East Midlands,North East,75+,Males,32
East Midlands,North West,75+,Males,80
East Midlands,Yorkshire and The Humber,75+,Males,128
East Midlands,East Midlands,75+,Males,0
East Midlands,West Midlands,75+,Males,115
East Midlands,East,75+,Males,128
East Midlands,London,75+,Males,63
East Midlands,South East,75+,Males,112
East Midlands,South West,75+,Males,83
East Midlands,Wales,75+,Males,38
East Midlands,Scotland,75+,Males,21
East Midlands,Northern Ireland,75+,Males,1
West Midlands,North East,75+,Males,17
West Midlands,North West,75+,Males,80
West Midlands,Yorkshire and The Humber,75+,Males,38
West Midlands,East Midlands,75+,Males,96
West Midlands,West Midlands,75+,Males,0
West Midlands,East,75+,Males,56
West Midlands,London,75+,Males,67
West Midlands,South East,75+,Males,102
West Midlands,South West,75+,Males,159
West Midlands,Wales,75+,Males,75
West Midlands,Scotland,75+,Males,12
West Midlands,Northern Ireland,75+,Males,2
East,North East,75+,Males,20
East,North West,75+,Males,67
East,Yorkshire and The Humber,75+,Males,49
East,East Midlands,75+,Males,131
East,West Midlands,75+,Males,46
East,East,75+,Males,0
East,London,75+,Males,585
East,South East,75+,Males,225
East,South West,75+,Males,124
East,Wales,75+,Males,36
East,Scotland,75+,Males,25
East,Northern Ireland,75+,Males,0
London,North East,75+,Males,9
London,North West,75+,Males,42
London,Yorkshire and The Humber,75+,Males,28
London,East Midlands,75+,Males,36
London,West Midlands,75+,Males,29
London,East,75+,Males,177
London,London,75+,Males,0
London,South East,75+,Males,298
London,South West,75+,Males,93
London,Wales,75+,Males,26
London,Scotland,75+,Males,26
London,Northern Ireland,75+,Males,4
South East,North East,75+,Males,23
South East,North West,75+,Males,107
South East,Yorkshire and The Humber,75+,Males,65
South East,East Midlands,75+,Males,148
South East,West Midlands,75+,Males,88
South East,East,75+,Males,332
South East,London,75+,Males,912
South East,South East,75+,Males,0
South East,South West,75+,Males,513
South East,Wales,75+,Males,79
South East,Scotland,75+,Males,61
South East,Northern Ireland,75+,Males,2
South West,North East,75+,Males,23
South West,North West,75+,Males,91
South West,Yorkshire and The Humber,75+,Males,53
South West,East Midlands,75+,Males,97
South West,West Midlands,75+,Males,208
South West,East,75+,Males,151
South West,London,75+,Males,219
South West,South East,75+,Males,466
South West,South West,75+,Males,0
South West,Wales,75+,Males,96
South West,Scotland,75+,Males,30
South West,Northern Ireland,75+,Males,8
Wales,North East,75+,Males,11
Wales,North West,75+,Males,128
Wales,Yorkshire and The Humber,75+,Males,24
Wales,East Midlands,75+,Males,40
Wales,West Midlands,75+,Males,108
Wales,East,75+,Males,37
Wales,London,75+,Males,41
Wales,South East,75+,Males,78
Wales,South West,75+,Males,75
Wales,Wales,75+,Males,0
Wales,Scotland,75+,Males,15
Wales,Northern Ireland,75+,Males,0
Scotland,North East,75+,Males,25
Scotland,North West,75+,Males,63
Scotland,Yorkshire and The Humber,75+,Males,25
Scotland,East Midlands,75+,Males,19
Scotland,West Midlands,75+,Males,40
Scotland,East,75+,Males,22
Scotland,London,75+,Males,37
Scotland,South East,75+,Males,54
Scotland,South West,75+,Males,28
Scotland,Wales,75+,Males,11
Scotland,Scotland,75+,Males,0
Scotland,Northern Ireland,75+,Males,6
Northern Ireland,North East,75+,Males,2
Northern Ireland,North West,75+,Males,20
Northern Ireland,Yorkshire and The Humber,75+,Males,3
Northern Ireland,East Midlands,75+,Males,2
Northern Ireland,West Midlands,75+,Males,3
Northern Ireland,East,75+,Males,4
Northern Ireland,London,75+,Males,14
Northern Ireland,South East,75+,Males,13
Northern Ireland,South West,75+,Males,3
Northern Ireland,Wales,75+,Males,3
Northern Ireland,Scotland,75+,Males,13
Northern Ireland,Northern Ireland,75+,Males,0
North East,North East,75+,Females,0
North East,North West,75+,Females,68
North East,Yorkshire and The Humber,75+,Females,102
North East,East Midlands,75+,Females,36
North East,West Midlands,75+,Females,23
North East,East,75+,Females,34
North East,London,75+,Females,19
North East,South East,75+,Females,51
North East,South West,75+,Females,36
North East,Wales,75+,Females,12
North East,Scotland,75+,Females,43
North East,Northern Ireland,75+,Females,2
North West,North East,75+,Females,80
North West,North West,75+,Females,0
North West,Yorkshire and The Humber,75+,Females,187
North West,East Midlands,75+,Females,102
North West,West Midlands,75+,Females,168
North West,East,75+,Females,80
North West,London,75+,Females,82
North West,South East,75+,Females,150
North West,South West,75+,Females,108
North West,Wales,75+,Females,135
North West,Scotland,75+,Females,62
North West,Northern Ireland,75+,Females,5
Yorkshire and The Humber,North East,75+,Females,107
Yorkshire and The Humber,North West,75+,Females,220
Yorkshire and The Humber,Yorkshire and The Humber,75+,Females,0
Yorkshire and The Humber,East Midlands,75+,Females,168
Yorkshire and The Humber,West Midlands,75+,Females,66
Yorkshire and The Humber,East,75+,Females,84
Yorkshire and The Humber,London,75+,Females,59
Yorkshire and The Humber,South East,75+,Females,102
Yorkshire and The Humber,South West,75+,Females,70
Yorkshire and The Humber,Wales,75+,Females,31
Yorkshire and The Humber,Scotland,75+,Females,45
Yorkshire and The Humber,Northern Ireland,75+,Females,3
East Midlands,North East,75+,Females,45
East Midlands,North West,75+,Females,142
East Midlands,Yorkshire and The Humber,75+,Females,264
East Midlands,East Midlands,75+,Females,0
East Midlands,West Midlands,75+,Females,221
East Midlands,East,75+,Females,239
East Midlands,London,75+,Females,107
East Midlands,South East,75+,Females,225
East Midlands,South West,75+,Females,136
East Midlands,Wales,75+,Females,46
East Midlands,Scotland,75+,Females,56
East Midlands,Northern Ireland,75+,Females,3
West Midlands,North East,75+,Females,26
West Midlands,North West,75+,Females,153
West Midlands,Yorkshire and The Humber,75+,Females,75
West Midlands,East Midlands,75+,Females,167
West Midlands,West Midlands,75+,Females,0
West Midlands,East,75+,Females,112
West Midlands,London,75+,Females,106
West Midlands,South East,75+,Females,195
West Midlands,South West,75+,Females,235
West Midlands,Wales,75+,Females,154
West Midlands,Scotland,75+,Females,28
West Midlands,Northern Ireland,75+,Females,13
East,North East,75+,Females,48
East,North West,75+,Females,90
East,Yorkshire and The Humber,75+,Females,111
East,East Midlands,75+,Females,221
East,West Midlands,75+,Females,114
East,East,75+,Females,0
East,London,75+,Females,1077
East,South East,75+,Females,492
East,South West,75+,Females,223
East,Wales,75+,Females,62
East,Scotland,75+,Females,55
East,Northern Ireland,75+,Females,7
London,North East,75+,Females,24
London,North West,75+,Females,79
London,Yorkshire and The Humber,75+,Females,47
London,East Midlands,75+,Females,52
London,West Midlands,75+,Females,64
London,East,75+,Females,290
London,London,75+,Females,0
London,South East,75+,Females,501
London,South West,75+,Females,149
London,Wales,75+,Females,40
London,Scotland,75+,Females,41
London,Northern Ireland,75+,Females,8
South East,North East,75+,Females,58
South East,North West,75+,Females,178
South East,Yorkshire and The Humber,75+,Females,135
South East,East Midlands,75+,Females,214
South East,West Midlands,75+,Females,194
South East,East,75+,Females,528
South East,London,75+,Females,1631
South East,South East,75+,Females,0
South East,South West,75+,Females,823
South East,Wales,75+,Females,162
South East,Scotland,75+,Females,94
South East,Northern Ireland,75+,Females,9
South West,North East,75+,Females,45
South West,North West,75+,Females,171
South West,Yorkshire and The Humber,75+,Females,110
South West,East Midlands,75+,Females,131
South West,West Midlands,75+,Females,304
South West,East,75+,Females,277
South West,London,75+,Females,395
South West,South East,75+,Females,787
South West,South West,75+,Females,0
South West,Wales,75+,Females,160
South West,Scotland,75+,Females,55
South West,Northern Ireland,75+,Females,9
Wales,North East,75+,Females,12
Wales,North West,75+,Females,176
Wales,Yorkshire and The Humber,75+,Females,32
Wales,East Midlands,75+,Females,39
Wales,West Midlands,75+,Females,168
Wales,East,75+,Females,56
Wales,London,75+,Females,57
Wales,South East,75+,Females,117
Wales,South West,75+,Females,144
Wales,Wales,75+,Females,0
Wales,Scotland,75+,Females,21
Wales,Northern Ireland,75+,Females,0
Scotland,North East,75+,Females,35
Scotland,North West,75+,Females,88
Scotland,Yorkshire and The Humber,75+,Females,40
Scotland,East Midlands,75+,Females,38
Scotland,West Midlands,75+,Females,56
Scotland,East,75+,Females,40
Scotland,London,75+,Females,49
Scotland,South East,75+,Females,62
Scotland,South West,75+,Females,60
Scotland,Wales,75+,Females,13
Scotland,Scotland,75+,Females,0
Scotland,Northern Ireland,75+,Females,9
Northern Ireland,North East,75+,Females,4
Northern Ireland,North West,75+,Females,27
Northern Ireland,Yorkshire and The Humber,75+,Females,6
Northern Ireland,East Midlands,75+,Females,4
Northern Ireland,West Midlands,75+,Females,2
Northern Ireland,East,75+,Females,4
Northern Ireland,London,75+,Females,15
Northern Ireland,South East,75+,Females,14
Northern Ireland,South West,75+,Females,0
Northern Ireland,Wales,75+,Females,6
Northern Ireland,Scotland,75+,Females,10
Northern Ireland,Northern Ireland,75+,Females,0
