year,orig,dest,flow
2000,Acre,Ceará,569
2000,Acre,Rio Grande do Norte,330
2000,Acre,Paraíba,187
2000,Acre,Pernambuco,38
2000,Acre,Alagoas,14
2000,Acre,Sergipe,30
2000,Acre,Bahia,76
2000,Acre,Minas Gerais,449
2000,Acre,Espírito Santo,220
2000,Acre,Rio de Janeiro,291
2000,Acre,São Paulo,775
2000,Acre,Paraná,615
2000,Acre,Santa Catarina,141
2000,Acre,Rio Grande do Sul,101
2000,Acre,Mato Grosso do Sul,183
2000,Acre,Mato Grosso,494
2000,Acre,Goiás,991
2000,Acre,Distrito Federal,424
2000,Amazonas,Rondônia,7086
2000,Amazonas,Acre,4750
2000,Amazonas,Roraima,8561
2000,Amazonas,Pará,11619
2000,Amazonas,Amapá,487
2000,Amazonas,Tocantins,331
2000,Amazonas,Maranhão,1546
2000,Amazonas,Piauí,788
2000,Amazonas,Ceará,3763
2000,Amazonas,Rio Grande do Norte,802
2000,Amazonas,Paraíba,453
2000,Amazonas,Pernambuco,1216
2000,Amazonas,Alagoas,192
2000,Amazonas,Sergipe,307
2000,Amazonas,Bahia,755
2000,Amazonas,Minas Gerais,1504
2000,Amazonas,Espírito Santo,350
2000,Amazonas,Rio de Janeiro,3647
2000,Amazonas,São Paulo,3468
2000,Amazonas,Paraná,1504
2000,Amazonas,Santa Catarina,532
2000,Amazonas,Rio Grande do Sul,1185
2000,Amazonas,Mato Grosso do Sul,721
2000,Amazonas,Mato Grosso,550
2000,Amazonas,Goiás,1243
2000,Amazonas,Distrito Federal,1298
2000,Roraima,Rondônia,650
2000,Roraima,Acre,82
2000,Roraima,Amazonas,2556
2000,Roraima,Pará,1761
2000,Roraima,Amapá,95
2000,Roraima,Tocantins,104
2000,Roraima,Maranhão,1456
2000,Roraima,Piauí,471
2000,Roraima,Ceará,1165
2000,Roraima,Rio Grande do Norte,516
2000,Roraima,Paraíba,293
2000,Roraima,Pernambuco,216
2000,Roraima,Alagoas,40
2000,Roraima,Sergipe,32
2000,Roraima,Bahia,277
2000,Roraima,Minas Gerais,574
2000,Roraima,Espírito Santo,184
2000,Roraima,Rio de Janeiro,971
2000,Roraima,São Paulo,561
2000,Roraima,Paraná,387
2000,Roraima,Santa Catarina,49
2000,Roraima,Rio Grande do Sul,232
2000,Roraima,Mato Grosso do Sul,329
2000,Roraima,Mato Grosso,335
2000,Roraima,Goiás,818
2000,Roraima,Distrito Federal,226
2000,Pará,Rondônia,2802
2000,Pará,Acre,417
2000,Pará,Amazonas,42185
2000,Pará,Roraima,13982
2000,Pará,Amapá,33744
2000,Pará,Tocantins,19569
2000,Pará,Maranhão,28586
2000,Pará,Piauí,3988
2000,Pará,Ceará,8546
2000,Pará,Rio Grande do Norte,1751
2000,Pará,Paraíba,1007
2000,Pará,Pernambuco,2217
2000,Pará,Alagoas,272
2000,Pará,Sergipe,247
2000,Pará,Bahia,2944
2000,Pará,Minas Gerais,6681
2000,Pará,Espírito Santo,2411
2000,Pará,Rio de Janeiro,8235
2000,Pará,São Paulo,13911
2000,Pará,Paraná,3063
2000,Pará,Santa Catarina,1090
2000,Pará,Rio Grande do Sul,1342
2000,Pará,Mato Grosso do Sul,1166
2000,Pará,Mato Grosso,6047
2000,Pará,Goiás,21462
2000,Pará,Distrito Federal,6570
2000,Amapá,Rondônia,179
2000,Amapá,Acre,40
2000,Amapá,Amazonas,751
2000,Amapá,Roraima,437
2000,Amapá,Pará,8267
2000,Amapá,Tocantins,137
2000,Amapá,Maranhão,1153
2000,Amapá,Piauí,129
2000,Amapá,Ceará,891
2000,Amapá,Rio Grande do Norte,323
2000,Amapá,Paraíba,111
2000,Amapá,Pernambuco,266
2000,Amapá,Alagoas,15
2000,Amapá,Sergipe,42
2000,Amapá,Bahia,29
2000,Amapá,Minas Gerais,289
2000,Amapá,Espírito Santo,65
2000,Amapá,Rio de Janeiro,291
2000,Amapá,São Paulo,496
2000,Amapá,Paraná,184
2000,Amapá,Santa Catarina,36
2000,Amapá,Rio Grande do Sul,267
2000,Amapá,Mato Grosso do Sul,49
2000,Amapá,Mato Grosso,167
2000,Amapá,Goiás,328
2000,Amapá,Distrito Federal,171
2000,Tocantins,Rondônia,413
2000,Tocantins,Acre,14
2000,Tocantins,Amazonas,383
2000,Tocantins,Roraima,634
2000,Tocantins,Pará,15507
2000,Tocantins,Amapá,160
2000,Tocantins,Maranhão,6801
2000,Tocantins,Piauí,1188
2000,Tocantins,Ceará,773
2000,Tocantins,Rio Grande do Norte,257
2000,Tocantins,Paraíba,443
2000,Tocantins,Pernambuco,514
2000,Tocantins,Alagoas,161
2000,Tocantins,Sergipe,101
2000,Tocantins,Bahia,1535
2000,Tocantins,Minas Gerais,3333
2000,Tocantins,Espírito Santo,117
2000,Tocantins,Rio de Janeiro,606
2000,Tocantins,São Paulo,4265
2000,Tocantins,Paraná,809
2000,Tocantins,Santa Catarina,54
2000,Tocantins,Rio Grande do Sul,728
2000,Tocantins,Mato Grosso do Sul,316
2000,Tocantins,Mato Grosso,3145
2000,Tocantins,Goiás,34915
2000,Tocantins,Distrito Federal,5341
2000,Maranhão,Rondônia,2775
2000,Maranhão,Acre,111
2000,Maranhão,Amazonas,5912
2000,Maranhão,Roraima,13475
2000,Maranhão,Pará,70956
2000,Maranhão,Amapá,5220
2000,Maranhão,Tocantins,23610
2000,Maranhão,Piauí,24533
2000,Maranhão,Ceará,8218
2000,Maranhão,Rio Grande do Norte,1412
2000,Maranhão,Paraíba,1081
2000,Maranhão,Pernambuco,2068
2000,Maranhão,Alagoas,580
2000,Maranhão,Sergipe,425
2000,Maranhão,Bahia,1941
2000,Maranhão,Minas Gerais,5078
2000,Maranhão,Espírito Santo,912
2000,Maranhão,Rio de Janeiro,12442
2000,Maranhão,São Paulo,32551
2000,Maranhão,Paraná,1590
2000,Maranhão,Santa Catarina,488
2000,Maranhão,Rio Grande do Sul,766
2000,Maranhão,Mato Grosso do Sul,537
2000,Maranhão,Mato Grosso,4823
2000,Maranhão,Goiás,29166
2000,Maranhão,Distrito Federal,23800
2000,Piauí,Rondônia,683
2000,Piauí,Acre,31
2000,Piauí,Amazonas,1470
2000,Piauí,Roraima,824
2000,Piauí,Pará,5021
2000,Piauí,Amapá,308
2000,Piauí,Tocantins,2830
2000,Piauí,Maranhão,16863
2000,Piauí,Ceará,11986
2000,Piauí,Rio Grande do Norte,733
2000,Piauí,Paraíba,541
2000,Piauí,Pernambuco,3355
2000,Piauí,Alagoas,185
2000,Piauí,Sergipe,389
2000,Piauí,Bahia,2924
2000,Piauí,Minas Gerais,1936
2000,Piauí,Espírito Santo,257
2000,Piauí,Rio de Janeiro,5641
2000,Piauí,São Paulo,45577
2000,Piauí,Paraná,612
2000,Piauí,Santa Catarina,310
2000,Piauí,Rio Grande do Sul,510
2000,Piauí,Mato Grosso do Sul,450
2000,Piauí,Mato Grosso,821
2000,Piauí,Goiás,15081
2000,Piauí,Distrito Federal,21477
2000,Ceará,Rondônia,2124
2000,Ceará,Acre,361
2000,Ceará,Amazonas,3723
2000,Ceará,Roraima,1386
2000,Ceará,Pará,7113
2000,Ceará,Amapá,622
2000,Ceará,Tocantins,1863
2000,Ceará,Maranhão,5346
2000,Ceará,Piauí,8335
2000,Ceará,Rio Grande do Norte,7862
2000,Ceará,Paraíba,5076
2000,Ceará,Pernambuco,8734
2000,Ceará,Alagoas,996
2000,Ceará,Sergipe,843
2000,Ceará,Bahia,6655
2000,Ceará,Minas Gerais,5526
2000,Ceará,Espírito Santo,958
2000,Ceará,Rio de Janeiro,27349
2000,Ceará,São Paulo,66384
2000,Ceará,Paraná,1521
2000,Ceará,Santa Catarina,1316
2000,Ceará,Rio Grande do Sul,1752
2000,Ceará,Mato Grosso do Sul,1050
2000,Ceará,Mato Grosso,1608
2000,Ceará,Goiás,7891
2000,Ceará,Distrito Federal,10315
2000,Rio Grande do Norte,Rondônia,552
2000,Rio Grande do Norte,Acre,41
2000,Rio Grande do Norte,Amazonas,870
2000,Rio Grande do Norte,Roraima,529
2000,Rio Grande do Norte,Pará,1068
2000,Rio Grande do Norte,Amapá,328
2000,Rio Grande do Norte,Tocantins,240
2000,Rio Grande do Norte,Maranhão,857
2000,Rio Grande do Norte,Piauí,826
2000,Rio Grande do Norte,Ceará,7611
2000,Rio Grande do Norte,Paraíba,9044
2000,Rio Grande do Norte,Pernambuco,4752
2000,Rio Grande do Norte,Alagoas,326
2000,Rio Grande do Norte,Sergipe,595
2000,Rio Grande do Norte,Bahia,1673
2000,Rio Grande do Norte,Minas Gerais,2674
2000,Rio Grande do Norte,Espírito Santo,469
2000,Rio Grande do Norte,Rio de Janeiro,9658
2000,Rio Grande do Norte,São Paulo,19450
2000,Rio Grande do Norte,Paraná,744
2000,Rio Grande do Norte,Santa Catarina,685
2000,Rio Grande do Norte,Rio Grande do Sul,789
2000,Rio Grande do Norte,Mato Grosso do Sul,308
2000,Rio Grande do Norte,Mato Grosso,460
2000,Rio Grande do Norte,Goiás,3112
2000,Rio Grande do Norte,Distrito Federal,3625
2000,Paraíba,Rondônia,1007
2000,Paraíba,Acre,104
2000,Paraíba,Amazonas,627
2000,Paraíba,Roraima,672
2000,Paraíba,Pará,1376
2000,Paraíba,Amapá,201
2000,Paraíba,Tocantins,808
2000,Paraíba,Maranhão,1472
2000,Paraíba,Piauí,1016
2000,Paraíba,Ceará,5278
2000,Paraíba,Rio Grande do Norte,13912
2000,Paraíba,Pernambuco,18802
2000,Paraíba,Alagoas,1124
2000,Paraíba,Sergipe,1010
2000,Paraíba,Bahia,4423
2000,Paraíba,Minas Gerais,2625
2000,Paraíba,Espírito Santo,539
2000,Paraíba,Rio de Janeiro,44146
2000,Paraíba,São Paulo,48777
2000,Paraíba,Paraná,1225
2000,Paraíba,Santa Catarina,583
2000,Paraíba,Rio Grande do Sul,645
2000,Paraíba,Mato Grosso do Sul,422
2000,Paraíba,Mato Grosso,885
2000,Paraíba,Goiás,4878
2000,Paraíba,Distrito Federal,6928
2000,Pernambuco,Rondônia,1513
2000,Pernambuco,Acre,85
2000,Pernambuco,Amazonas,1528
2000,Pernambuco,Roraima,388
2000,Pernambuco,Pará,3120
2000,Pernambuco,Amapá,255
2000,Pernambuco,Tocantins,2070
2000,Pernambuco,Maranhão,2584
2000,Pernambuco,Piauí,3655
2000,Pernambuco,Ceará,11681
2000,Pernambuco,Rio Grande do Norte,7086
2000,Pernambuco,Paraíba,21043
2000,Pernambuco,Alagoas,17414
2000,Pernambuco,Sergipe,3289
2000,Pernambuco,Bahia,23139
2000,Pernambuco,Minas Gerais,5216
2000,Pernambuco,Espírito Santo,1321
2000,Pernambuco,Rio de Janeiro,22595
2000,Pernambuco,São Paulo,131488
2000,Pernambuco,Paraná,2346
2000,Pernambuco,Santa Catarina,1124
2000,Pernambuco,Rio Grande do Sul,1365
2000,Pernambuco,Mato Grosso do Sul,1862
2000,Pernambuco,Mato Grosso,2445
2000,Pernambuco,Goiás,5900
2000,Pernambuco,Distrito Federal,5777
2000,Alagoas,Rondônia,352
2000,Alagoas,Acre,31
2000,Alagoas,Amazonas,196
2000,Alagoas,Roraima,92
2000,Alagoas,Pará,1100
2000,Alagoas,Amapá,2
2000,Alagoas,Tocantins,661
2000,Alagoas,Maranhão,614
2000,Alagoas,Piauí,468
2000,Alagoas,Ceará,2001
2000,Alagoas,Rio Grande do Norte,667
2000,Alagoas,Paraíba,1403
2000,Alagoas,Pernambuco,18826
2000,Alagoas,Sergipe,11318
2000,Alagoas,Bahia,7832
2000,Alagoas,Minas Gerais,3659
2000,Alagoas,Espírito Santo,926
2000,Alagoas,Rio de Janeiro,5409
2000,Alagoas,São Paulo,62609
2000,Alagoas,Paraná,1035
2000,Alagoas,Santa Catarina,472
2000,Alagoas,Rio Grande do Sul,381
2000,Alagoas,Mato Grosso do Sul,1173
2000,Alagoas,Mato Grosso,3799
2000,Alagoas,Goiás,1840
2000,Alagoas,Distrito Federal,1083
2000,Sergipe,Rondônia,238
2000,Sergipe,Acre,22
2000,Sergipe,Amazonas,117
2000,Sergipe,Roraima,110
2000,Sergipe,Pará,272
2000,Sergipe,Amapá,40
2000,Sergipe,Tocantins,583
2000,Sergipe,Maranhão,310
2000,Sergipe,Piauí,355
2000,Sergipe,Ceará,691
2000,Sergipe,Rio Grande do Norte,429
2000,Sergipe,Paraíba,732
2000,Sergipe,Pernambuco,2015
2000,Sergipe,Alagoas,4615
2000,Sergipe,Bahia,13433
2000,Sergipe,Minas Gerais,1599
2000,Sergipe,Espírito Santo,853
2000,Sergipe,Rio de Janeiro,4450
2000,Sergipe,São Paulo,21505
2000,Sergipe,Paraná,1066
2000,Sergipe,Santa Catarina,258
2000,Sergipe,Rio Grande do Sul,259
2000,Sergipe,Mato Grosso do Sul,470
2000,Sergipe,Mato Grosso,679
2000,Sergipe,Goiás,1106
2000,Sergipe,Distrito Federal,724
2000,Bahia,Rondônia,2621
2000,Bahia,Acre,190
2000,Bahia,Amazonas,819
2000,Bahia,Roraima,225
2000,Bahia,Pará,5000
2000,Bahia,Amapá,170
2000,Bahia,Tocantins,2071
2000,Bahia,Maranhão,1729
2000,Bahia,Piauí,3736
2000,Bahia,Ceará,7346
2000,Bahia,Rio Grande do Norte,2963
2000,Bahia,Paraíba,4698
2000,Bahia,Pernambuco,17696
2000,Bahia,Alagoas,3885
2000,Bahia,Sergipe,17094
2000,Bahia,Minas Gerais,36772
2000,Bahia,Espírito Santo,31743
2000,Bahia,Rio de Janeiro,29035
2000,Bahia,São Paulo,277306
2000,Bahia,Paraná,5145
2000,Bahia,Santa Catarina,1904
2000,Bahia,Rio Grande do Sul,2136
2000,Bahia,Mato Grosso do Sul,1621
2000,Bahia,Mato Grosso,4479
2000,Bahia,Goiás,32067
2000,Bahia,Distrito Federal,25587
2000,Minas Gerais,Rondônia,6699
2000,Minas Gerais,Acre,521
2000,Minas Gerais,Amazonas,1354
2000,Minas Gerais,Roraima,506
2000,Minas Gerais,Pará,5782
2000,Minas Gerais,Amapá,356
2000,Minas Gerais,Tocantins,5179
2000,Minas Gerais,Maranhão,3236
2000,Minas Gerais,Piauí,1473
2000,Minas Gerais,Ceará,3385
2000,Minas Gerais,Rio Grande do Norte,1950
2000,Minas Gerais,Paraíba,1548
2000,Minas Gerais,Pernambuco,3825
2000,Minas Gerais,Alagoas,1073
2000,Minas Gerais,Sergipe,807
2000,Minas Gerais,Bahia,19859
2000,Minas Gerais,Espírito Santo,38516
2000,Minas Gerais,Rio de Janeiro,48324
2000,Minas Gerais,São Paulo,178422
2000,Minas Gerais,Paraná,9463
2000,Minas Gerais,Santa Catarina,3050
2000,Minas Gerais,Rio Grande do Sul,3158
2000,Minas Gerais,Mato Grosso do Sul,3357
2000,Minas Gerais,Mato Grosso,6557
2000,Minas Gerais,Goiás,34261
2000,Minas Gerais,Distrito Federal,25998
2000,Espírito Santo,Rondônia,7754
2000,Espírito Santo,Acre,117
2000,Espírito Santo,Amazonas,265
2000,Espírito Santo,Roraima,99
2000,Espírito Santo,Pará,1855
2000,Espírito Santo,Amapá,84
2000,Espírito Santo,Tocantins,316
2000,Espírito Santo,Maranhão,605
2000,Espírito Santo,Piauí,320
2000,Espírito Santo,Ceará,988
2000,Espírito Santo,Rio Grande do Norte,360
2000,Espírito Santo,Paraíba,407
2000,Espírito Santo,Pernambuco,1196
2000,Espírito Santo,Alagoas,410
2000,Espírito Santo,Sergipe,154
2000,Espírito Santo,Bahia,14447
2000,Espírito Santo,Minas Gerais,29529
2000,Espírito Santo,Rio de Janeiro,18250
2000,Espírito Santo,São Paulo,10826
2000,Espírito Santo,Paraná,1468
2000,Espírito Santo,Santa Catarina,727
2000,Espírito Santo,Rio Grande do Sul,831
2000,Espírito Santo,Mato Grosso do Sul,173
2000,Espírito Santo,Mato Grosso,981
2000,Espírito Santo,Goiás,1226
2000,Espírito Santo,Distrito Federal,1778
2000,Rio de Janeiro,Rondônia,1571
2000,Rio de Janeiro,Acre,558
2000,Rio de Janeiro,Amazonas,5280
2000,Rio de Janeiro,Roraima,612
2000,Rio de Janeiro,Pará,6587
2000,Rio de Janeiro,Amapá,258
2000,Rio de Janeiro,Tocantins,577
2000,Rio de Janeiro,Maranhão,4179
2000,Rio de Janeiro,Piauí,2231
2000,Rio de Janeiro,Ceará,16014
2000,Rio de Janeiro,Rio Grande do Norte,10062
2000,Rio de Janeiro,Paraíba,16761
2000,Rio de Janeiro,Pernambuco,10866
2000,Rio de Janeiro,Alagoas,2771
2000,Rio de Janeiro,Sergipe,3028
2000,Rio de Janeiro,Bahia,15280
2000,Rio de Janeiro,Minas Gerais,57049
2000,Rio de Janeiro,Espírito Santo,28927
2000,Rio de Janeiro,São Paulo,46959
2000,Rio de Janeiro,Paraná,7842
2000,Rio de Janeiro,Santa Catarina,6127
2000,Rio de Janeiro,Rio Grande do Sul,8269
2000,Rio de Janeiro,Mato Grosso do Sul,3849
2000,Rio de Janeiro,Mato Grosso,1557
2000,Rio de Janeiro,Goiás,4550
2000,Rio de Janeiro,Distrito Federal,12448
2000,São Paulo,Rondônia,8701
2000,São Paulo,Acre,626
2000,São Paulo,Amazonas,4176
2000,São Paulo,Roraima,670
2000,São Paulo,Pará,9002
2000,São Paulo,Amapá,631
2000,São Paulo,Tocantins,5330
2000,São Paulo,Maranhão,9865
2000,São Paulo,Piauí,23367
2000,São Paulo,Ceará,52502
2000,São Paulo,Rio Grande do Norte,17855
2000,São Paulo,Paraíba,28349
2000,São Paulo,Pernambuco,58364
2000,São Paulo,Alagoas,19105
2000,São Paulo,Sergipe,10293
2000,São Paulo,Bahia,105691
2000,São Paulo,Minas Gerais,201880
2000,São Paulo,Espírito Santo,11850
2000,São Paulo,Rio de Janeiro,45105
2000,São Paulo,Paraná,131094
2000,São Paulo,Santa Catarina,28343
2000,São Paulo,Rio Grande do Sul,14546
2000,São Paulo,Mato Grosso do Sul,36250
2000,São Paulo,Mato Grosso,19793
2000,São Paulo,Goiás,27976
2000,São Paulo,Distrito Federal,12520
2000,Paraná,Rondônia,9008
2000,Paraná,Acre,498
2000,Paraná,Amazonas,990
2000,Paraná,Roraima,507
2000,Paraná,Pará,3505
2000,Paraná,Amapá,352
2000,Paraná,Tocantins,1338
2000,Paraná,Maranhão,1323
2000,Paraná,Piauí,343
2000,Paraná,Ceará,1795
2000,Paraná,Rio Grande do Norte,916
2000,Paraná,Paraíba,654
2000,Paraná,Pernambuco,1468
2000,Paraná,Alagoas,642
2000,Paraná,Sergipe,313
2000,Paraná,Bahia,4023
2000,Paraná,Minas Gerais,14054
2000,Paraná,Espírito Santo,1404
2000,Paraná,Rio de Janeiro,5793
2000,Paraná,São Paulo,131294
2000,Paraná,Santa Catarina,80905
2000,Paraná,Rio Grande do Sul,22132
2000,Paraná,Mato Grosso do Sul,17186
2000,Paraná,Mato Grosso,27942
2000,Paraná,Goiás,5141
2000,Paraná,Distrito Federal,3472
2000,Santa Catarina,Rondônia,1239
2000,Santa Catarina,Acre,140
2000,Santa Catarina,Amazonas,511
2000,Santa Catarina,Roraima,201
2000,Santa Catarina,Pará,1295
2000,Santa Catarina,Amapá,38
2000,Santa Catarina,Tocantins,538
2000,Santa Catarina,Maranhão,435
2000,Santa Catarina,Piauí,219
2000,Santa Catarina,Ceará,1088
2000,Santa Catarina,Rio Grande do Norte,438
2000,Santa Catarina,Paraíba,221
2000,Santa Catarina,Pernambuco,572
2000,Santa Catarina,Alagoas,117
2000,Santa Catarina,Sergipe,161
2000,Santa Catarina,Bahia,1215
2000,Santa Catarina,Minas Gerais,2851
2000,Santa Catarina,Espírito Santo,583
2000,Santa Catarina,Rio de Janeiro,3370
2000,Santa Catarina,São Paulo,16134
2000,Santa Catarina,Paraná,53293
2000,Santa Catarina,Rio Grande do Sul,41155
2000,Santa Catarina,Mato Grosso do Sul,2465
2000,Santa Catarina,Mato Grosso,7736
2000,Santa Catarina,Goiás,1995
2000,Santa Catarina,Distrito Federal,1655
2000,Rio Grande do Sul,Rondônia,1390
2000,Rio Grande do Sul,Acre,223
2000,Rio Grande do Sul,Amazonas,1277
2000,Rio Grande do Sul,Roraima,534
2000,Rio Grande do Sul,Pará,2172
2000,Rio Grande do Sul,Amapá,210
2000,Rio Grande do Sul,Tocantins,1024
2000,Rio Grande do Sul,Maranhão,1046
2000,Rio Grande do Sul,Piauí,815
2000,Rio Grande do Sul,Ceará,2665
2000,Rio Grande do Sul,Rio Grande do Norte,879
2000,Rio Grande do Sul,Paraíba,674
2000,Rio Grande do Sul,Pernambuco,1514
2000,Rio Grande do Sul,Alagoas,390
2000,Rio Grande do Sul,Sergipe,372
2000,Rio Grande do Sul,Bahia,3600
2000,Rio Grande do Sul,Minas Gerais,3766
2000,Rio Grande do Sul,Espírito Santo,812
2000,Rio Grande do Sul,Rio de Janeiro,7755
2000,Rio Grande do Sul,São Paulo,18159
2000,Rio Grande do Sul,Paraná,23669
2000,Rio Grande do Sul,Santa Catarina,58586
2000,Rio Grande do Sul,Mato Grosso do Sul,4258
2000,Rio Grande do Sul,Mato Grosso,9271
2000,Rio Grande do Sul,Goiás,3780
2000,Rio Grande do Sul,Distrito Federal,4050
2000,Mato Grosso do Sul,Rondônia,3748
2000,Mato Grosso do Sul,Acre,277
2000,Mato Grosso do Sul,Amazonas,563
2000,Mato Grosso do Sul,Roraima,204
2000,Mato Grosso do Sul,Pará,1126
2000,Mato Grosso do Sul,Amapá,104
2000,Mato Grosso do Sul,Tocantins,708
2000,Mato Grosso do Sul,Maranhão,443
2000,Mato Grosso do Sul,Piauí,317
2000,Mato Grosso do Sul,Ceará,1015
2000,Mato Grosso do Sul,Rio Grande do Norte,914
2000,Mato Grosso do Sul,Paraíba,561
2000,Mato Grosso do Sul,Pernambuco,948
2000,Mato Grosso do Sul,Alagoas,220
2000,Mato Grosso do Sul,Sergipe,151
2000,Mato Grosso do Sul,Bahia,1299
2000,Mato Grosso do Sul,Minas Gerais,4377
2000,Mato Grosso do Sul,Espírito Santo,410
2000,Mato Grosso do Sul,Rio de Janeiro,3248
2000,Mato Grosso do Sul,São Paulo,34812
2000,Mato Grosso do Sul,Paraná,18696
2000,Mato Grosso do Sul,Santa Catarina,3302
2000,Mato Grosso do Sul,Rio Grande do Sul,3342
2000,Mato Grosso do Sul,Mato Grosso,21302
2000,Mato Grosso do Sul,Goiás,4786
2000,Mato Grosso do Sul,Distrito Federal,1865
2000,Mato Grosso,Rondônia,12365
2000,Mato Grosso,Acre,515
2000,Mato Grosso,Amazonas,1381
2000,Mato Grosso,Roraima,855
2000,Mato Grosso,Pará,6785
2000,Mato Grosso,Amapá,246
2000,Mato Grosso,Tocantins,2042
2000,Mato Grosso,Maranhão,2011
2000,Mato Grosso,Piauí,883
2000,Mato Grosso,Ceará,1348
2000,Mato Grosso,Rio Grande do Norte,567
2000,Mato Grosso,Paraíba,552
2000,Mato Grosso,Pernambuco,905
2000,Mato Grosso,Alagoas,504
2000,Mato Grosso,Sergipe,329
2000,Mato Grosso,Bahia,1891
2000,Mato Grosso,Minas Gerais,6507
2000,Mato Grosso,Espírito Santo,638
2000,Mato Grosso,Rio de Janeiro,1892
2000,Mato Grosso,São Paulo,21454
2000,Mato Grosso,Paraná,17593
2000,Mato Grosso,Santa Catarina,4231
2000,Mato Grosso,Rio Grande do Sul,2958
2000,Mato Grosso,Mato Grosso do Sul,12280
2000,Mato Grosso,Goiás,20354
2000,Mato Grosso,Distrito Federal,2640
2000,Goiás,Rondônia,2225
2000,Goiás,Acre,290
2000,Goiás,Amazonas,949
2000,Goiás,Roraima,561
2000,Goiás,Pará,7936
2000,Goiás,Amapá,342
2000,Goiás,Tocantins,19535
2000,Goiás,Maranhão,3210
2000,Goiás,Piauí,2171
2000,Goiás,Ceará,2348
2000,Goiás,Rio Grande do Norte,1648
2000,Goiás,Paraíba,1656
2000,Goiás,Pernambuco,1480
2000,Goiás,Alagoas,302
2000,Goiás,Sergipe,296
2000,Goiás,Bahia,7580
2000,Goiás,Minas Gerais,30618
2000,Goiás,Espírito Santo,680
2000,Goiás,Rio de Janeiro,2710
2000,Goiás,São Paulo,19564
2000,Goiás,Paraná,2608
2000,Goiás,Santa Catarina,2278
2000,Goiás,Rio Grande do Sul,1557
2000,Goiás,Mato Grosso do Sul,3786
2000,Goiás,Mato Grosso,18309
2000,Goiás,Distrito Federal,35259
2000,Distrito Federal,Rondônia,560
2000,Distrito Federal,Acre,61
2000,Distrito Federal,Amazonas,1143
2000,Distrito Federal,Roraima,237
2000,Distrito Federal,Pará,2057
2000,Distrito Federal,Amapá,167
2000,Distrito Federal,Tocantins,3288
2000,Distrito Federal,Maranhão,3906
2000,Distrito Federal,Piauí,6770
2000,Distrito Federal,Ceará,7203
2000,Distrito Federal,Rio Grande do Norte,2657
2000,Distrito Federal,Paraíba,3672
2000,Distrito Federal,Pernambuco,2433
2000,Distrito Federal,Alagoas,541
2000,Distrito Federal,Sergipe,365
2000,Distrito Federal,Bahia,6917
2000,Distrito Federal,Minas Gerais,15199
2000,Distrito Federal,Espírito Santo,1908
2000,Distrito Federal,Rio de Janeiro,7432
2000,Distrito Federal,São Paulo,9827
2000,Distrito Federal,Paraná,1766
2000,Distrito Federal,Santa Catarina,1548
2000,Distrito Federal,Rio Grande do Sul,1836
2000,Distrito Federal,Mato Grosso do Sul,819
2000,Distrito Federal,Mato Grosso,1506
2000,Distrito Federal,Goiás,104758
2010,Rondônia,Acre,3387
2010,Rondônia,Amazonas,6686
2010,Rondônia,Roraima,748
2010,Rondônia,Pará,1316
2010,Rondônia,Amapá,73
2010,Rondônia,Tocantins,375
2010,Rondônia,Maranhão,531
2010,Rondônia,Piauí,178
2010,Rondônia,Ceará,884
2010,Rondônia,Rio Grande do Norte,251
2010,Rondônia,Paraíba,432
2010,Rondônia,Pernambuco,694
2010,Rondônia,Alagoas,184
2010,Rondônia,Sergipe,122
2010,Rondônia,Bahia,1014
2010,Rondônia,Minas Gerais,1840
2010,Rondônia,Espírito Santo,2397
2010,Rondônia,Rio de Janeiro,841
2010,Rondônia,São Paulo,4189
2010,Rondônia,Paraná,6018
2010,Rondônia,Santa Catarina,1372
2010,Rondônia,Rio Grande do Sul,656
2010,Rondônia,Mato Grosso do Sul,2351
2010,Rondônia,Mato Grosso,13786
2010,Rondônia,Goiás,2401
2010,Rondônia,Distrito Federal,913
2010,Acre,Rondônia,5017
2010,Acre,Amazonas,3514
2010,Acre,Roraima,174
2010,Acre,Pará,280
2010,Acre,Amapá,9
2010,Acre,Tocantins,87
2010,Acre,Maranhão,65
2010,Acre,Piauí,8
2010,Acre,Ceará,336
2010,Acre,Rio Grande do Norte,111
2010,Acre,Paraíba,44
2010,Acre,Pernambuco,149
2010,Acre,Alagoas,76
2010,Acre,Sergipe,20
2010,Acre,Bahia,68
2010,Acre,Minas Gerais,443
2010,Acre,Espírito Santo,95
2010,Acre,Rio de Janeiro,472
2010,Acre,São Paulo,702
2010,Acre,Paraná,348
2010,Acre,Santa Catarina,253
2010,Acre,Rio Grande do Sul,150
2010,Acre,Mato Grosso do Sul,221
2010,Acre,Mato Grosso,782
2010,Acre,Goiás,836
2010,Acre,Distrito Federal,487
2010,Amazonas,Rondônia,6145
2010,Amazonas,Acre,4079
2010,Amazonas,Roraima,5370
2010,Amazonas,Pará,10615
2010,Amazonas,Amapá,533
2010,Amazonas,Tocantins,238
2010,Amazonas,Maranhão,1909
2010,Amazonas,Piauí,455
2010,Amazonas,Ceará,2063
2010,Amazonas,Rio Grande do Norte,851
2010,Amazonas,Paraíba,507
2010,Amazonas,Pernambuco,1309
2010,Amazonas,Alagoas,377
2010,Amazonas,Sergipe,93
2010,Amazonas,Bahia,682
2010,Amazonas,Minas Gerais,1028
2010,Amazonas,Espírito Santo,334
