year,orig,dest,flow
2010,Amazonas,Rio de Janeiro,4097
2010,Amazonas,São Paulo,3766
2010,Amazonas,Paraná,961
2010,Amazonas,Santa Catarina,672
2010,Amazonas,Rio Grande do Sul,1052
2010,Amazonas,Mato Grosso do Sul,459
2010,Amazonas,Mato Grosso,853
2010,Amazonas,Goiás,1239
2010,Amazonas,Distrito Federal,1615
2010,Roraima,Rondônia,685
2010,Roraima,Acre,28
2010,Roraima,Amazonas,3012
2010,Roraima,Pará,1110
2010,Roraima,Amapá,42
2010,Roraima,Tocantins,138
2010,Roraima,Maranhão,1476
2010,Roraima,Piauí,92
2010,Roraima,Ceará,612
2010,Roraima,Rio Grande do Norte,249
2010,Roraima,Paraíba,241
2010,Roraima,Pernambuco,271
2010,Roraima,Alagoas,80
2010,Roraima,Sergipe,0
2010,Roraima,Bahia,130
2010,Roraima,Minas Gerais,412
2010,Roraima,Espírito Santo,101
2010,Roraima,Rio de Janeiro,351
2010,Roraima,São Paulo,513
2010,Roraima,Paraná,188
2010,Roraima,Santa Catarina,127
2010,Roraima,Rio Grande do Sul,304
2010,Roraima,Mato Grosso do Sul,171
2010,Roraima,Mato Grosso,189
2010,Roraima,Goiás,400
2010,Roraima,Distrito Federal,285
2010,Pará,Rondônia,2869
2010,Pará,Acre,440
2010,Pará,Amazonas,27504
2010,Pará,Roraima,6607
2010,Pará,Amapá,28450
2010,Pará,Tocantins,17578
2010,Pará,Maranhão,29091
2010,Pará,Piauí,3105
2010,Pará,Ceará,6478
2010,Pará,Rio Grande do Norte,1056
2010,Pará,Paraíba,1105
2010,Pará,Pernambuco,2323
2010,Pará,Alagoas,341
2010,Pará,Sergipe,471
2010,Pará,Bahia,4171
2010,Pará,Minas Gerais,5143
2010,Pará,Espírito Santo,1688
2010,Pará,Rio de Janeiro,7137
2010,Pará,São Paulo,12379
2010,Pará,Paraná,3650
2010,Pará,Santa Catarina,2577
2010,Pará,Rio Grande do Sul,1660
2010,Pará,Mato Grosso do Sul,1285
2010,Pará,Mato Grosso,8738
2010,Pará,Goiás,21585
2010,Pará,Distrito Federal,4401
2010,Amapá,Rondônia,117
2010,Amapá,Acre,0
2010,Amapá,Amazonas,679
2010,Amapá,Roraima,121
2010,Amapá,Pará,8398
2010,Amapá,Tocantins,115
2010,Amapá,Maranhão,1375
2010,Amapá,Piauí,239
2010,Amapá,Ceará,705
2010,Amapá,Rio Grande do Norte,395
2010,Amapá,Paraíba,188
2010,Amapá,Pernambuco,191
2010,Amapá,Alagoas,0
2010,Amapá,Sergipe,47
2010,Amapá,Bahia,55
2010,Amapá,Minas Gerais,422
2010,Amapá,Espírito Santo,87
2010,Amapá,Rio de Janeiro,167
2010,Amapá,São Paulo,612
2010,Amapá,Paraná,183
2010,Amapá,Santa Catarina,115
2010,Amapá,Rio Grande do Sul,100
2010,Amapá,Mato Grosso do Sul,21
2010,Amapá,Mato Grosso,86
2010,Amapá,Goiás,285
2010,Amapá,Distrito Federal,523
2010,Tocantins,Rondônia,1109
2010,Tocantins,Acre,105
2010,Tocantins,Amazonas,178
2010,Tocantins,Roraima,342
2010,Tocantins,Pará,15920
2010,Tocantins,Amapá,141
2010,Tocantins,Maranhão,6966
2010,Tocantins,Piauí,988
2010,Tocantins,Ceará,622
2010,Tocantins,Rio Grande do Norte,125
2010,Tocantins,Paraíba,260
2010,Tocantins,Pernambuco,626
2010,Tocantins,Alagoas,138
2010,Tocantins,Sergipe,124
2010,Tocantins,Bahia,1330
2010,Tocantins,Minas Gerais,3102
2010,Tocantins,Espírito Santo,232
2010,Tocantins,Rio de Janeiro,547
2010,Tocantins,São Paulo,3350
2010,Tocantins,Paraná,900
2010,Tocantins,Santa Catarina,521
2010,Tocantins,Rio Grande do Sul,468
2010,Tocantins,Mato Grosso do Sul,753
2010,Tocantins,Mato Grosso,2465
2010,Tocantins,Goiás,31176
2010,Tocantins,Distrito Federal,4564
2010,Maranhão,Rondônia,2599
2010,Maranhão,Acre,197
2010,Maranhão,Amazonas,4030
2010,Maranhão,Roraima,4734
2010,Maranhão,Pará,62638
2010,Maranhão,Amapá,3295
2010,Maranhão,Tocantins,19757
2010,Maranhão,Piauí,17734
2010,Maranhão,Ceará,5000
2010,Maranhão,Rio Grande do Norte,628
2010,Maranhão,Paraíba,1010
2010,Maranhão,Pernambuco,2019
2010,Maranhão,Alagoas,383
2010,Maranhão,Sergipe,131
2010,Maranhão,Bahia,1935
2010,Maranhão,Minas Gerais,9730
2010,Maranhão,Espírito Santo,1007
2010,Maranhão,Rio de Janeiro,10840
2010,Maranhão,São Paulo,39323
2010,Maranhão,Paraná,1577
2010,Maranhão,Santa Catarina,2024
2010,Maranhão,Rio Grande do Sul,914
2010,Maranhão,Mato Grosso do Sul,874
2010,Maranhão,Mato Grosso,14454
2010,Maranhão,Goiás,43846
2010,Maranhão,Distrito Federal,19984
2010,Piauí,Rondônia,357
2010,Piauí,Acre,96
2010,Piauí,Amazonas,1196
2010,Piauí,Roraima,341
2010,Piauí,Pará,4225
2010,Piauí,Amapá,337
2010,Piauí,Tocantins,2459
2010,Piauí,Maranhão,16493
2010,Piauí,Ceará,7763
2010,Piauí,Rio Grande do Norte,822
2010,Piauí,Paraíba,752
2010,Piauí,Pernambuco,4265
2010,Piauí,Alagoas,243
2010,Piauí,Sergipe,218
2010,Piauí,Bahia,3468
2010,Piauí,Minas Gerais,3882
2010,Piauí,Espírito Santo,575
2010,Piauí,Rio de Janeiro,4414
2010,Piauí,São Paulo,53570
2010,Piauí,Paraná,960
2010,Piauí,Santa Catarina,744
2010,Piauí,Rio Grande do Sul,708
2010,Piauí,Mato Grosso do Sul,780
2010,Piauí,Mato Grosso,2297
2010,Piauí,Goiás,14754
2010,Piauí,Distrito Federal,18317
2010,Ceará,Rondônia,1626
2010,Ceará,Acre,440
2010,Ceará,Amazonas,2955
2010,Ceará,Roraima,885
2010,Ceará,Pará,5515
2010,Ceará,Amapá,668
2010,Ceará,Tocantins,1196
2010,Ceará,Maranhão,4692
2010,Ceará,Piauí,7790
2010,Ceará,Rio Grande do Norte,8377
2010,Ceará,Paraíba,4838
2010,Ceará,Pernambuco,9368
2010,Ceará,Alagoas,1222
2010,Ceará,Sergipe,782
2010,Ceará,Bahia,7509
2010,Ceará,Minas Gerais,9321
2010,Ceará,Espírito Santo,877
2010,Ceará,Rio de Janeiro,25819
2010,Ceará,São Paulo,60066
2010,Ceará,Paraná,2345
2010,Ceará,Santa Catarina,3282
2010,Ceará,Rio Grande do Sul,2592
2010,Ceará,Mato Grosso do Sul,1273
2010,Ceará,Mato Grosso,1815
2010,Ceará,Goiás,7018
2010,Ceará,Distrito Federal,8952
2010,Rio Grande do Norte,Rondônia,448
2010,Rio Grande do Norte,Acre,57
2010,Rio Grande do Norte,Amazonas,689
2010,Rio Grande do Norte,Roraima,355
2010,Rio Grande do Norte,Pará,820
2010,Rio Grande do Norte,Amapá,249
2010,Rio Grande do Norte,Tocantins,392
2010,Rio Grande do Norte,Maranhão,391
2010,Rio Grande do Norte,Piauí,448
2010,Rio Grande do Norte,Ceará,5300
2010,Rio Grande do Norte,Paraíba,9331
2010,Rio Grande do Norte,Pernambuco,3343
2010,Rio Grande do Norte,Alagoas,666
2010,Rio Grande do Norte,Sergipe,307
2010,Rio Grande do Norte,Bahia,1715
2010,Rio Grande do Norte,Minas Gerais,2371
2010,Rio Grande do Norte,Espírito Santo,485
2010,Rio Grande do Norte,Rio de Janeiro,5685
2010,Rio Grande do Norte,São Paulo,11927
2010,Rio Grande do Norte,Paraná,519
2010,Rio Grande do Norte,Santa Catarina,791
2010,Rio Grande do Norte,Rio Grande do Sul,904
2010,Rio Grande do Norte,Mato Grosso do Sul,564
2010,Rio Grande do Norte,Mato Grosso,335
2010,Rio Grande do Norte,Goiás,3132
2010,Rio Grande do Norte,Distrito Federal,2790
2010,Paraíba,Rondônia,825
2010,Paraíba,Acre,71
2010,Paraíba,Amazonas,249
2010,Paraíba,Roraima,368
2010,Paraíba,Pará,965
2010,Paraíba,Amapá,144
2010,Paraíba,Tocantins,386
2010,Paraíba,Maranhão,1288
2010,Paraíba,Piauí,646
2010,Paraíba,Ceará,4534
2010,Paraíba,Rio Grande do Norte,12536
2010,Paraíba,Pernambuco,17483
2010,Paraíba,Alagoas,913
2010,Paraíba,Sergipe,777
2010,Paraíba,Bahia,4081
2010,Paraíba,Minas Gerais,3417
2010,Paraíba,Espírito Santo,545
2010,Paraíba,Rio de Janeiro,24172
2010,Paraíba,São Paulo,38130
2010,Paraíba,Paraná,1453
2010,Paraíba,Santa Catarina,1527
2010,Paraíba,Rio Grande do Sul,896
2010,Paraíba,Mato Grosso do Sul,566
2010,Paraíba,Mato Grosso,1604
2010,Paraíba,Goiás,4591
2010,Paraíba,Distrito Federal,3356
2010,Pernambuco,Rondônia,805
2010,Pernambuco,Acre,169
2010,Pernambuco,Amazonas,1881
2010,Pernambuco,Roraima,672
2010,Pernambuco,Pará,2800
2010,Pernambuco,Amapá,182
2010,Pernambuco,Tocantins,1225
2010,Pernambuco,Maranhão,2674
2010,Pernambuco,Piauí,2972
2010,Pernambuco,Ceará,10124
2010,Pernambuco,Rio Grande do Norte,7024
2010,Pernambuco,Paraíba,22025
2010,Pernambuco,Alagoas,15777
2010,Pernambuco,Sergipe,3111
2010,Pernambuco,Bahia,17872
2010,Pernambuco,Minas Gerais,7755
2010,Pernambuco,Espírito Santo,1301
2010,Pernambuco,Rio de Janeiro,14717
2010,Pernambuco,São Paulo,87462
2010,Pernambuco,Paraná,2945
2010,Pernambuco,Santa Catarina,3489
2010,Pernambuco,Rio Grande do Sul,1232
2010,Pernambuco,Mato Grosso do Sul,2319
2010,Pernambuco,Mato Grosso,3767
2010,Pernambuco,Goiás,5719
2010,Pernambuco,Distrito Federal,3567
2010,Alagoas,Rondônia,436
2010,Alagoas,Acre,55
2010,Alagoas,Amazonas,360
2010,Alagoas,Roraima,102
2010,Alagoas,Pará,413
2010,Alagoas,Amapá,96
2010,Alagoas,Tocantins,757
2010,Alagoas,Maranhão,793
2010,Alagoas,Piauí,482
2010,Alagoas,Ceará,1323
2010,Alagoas,Rio Grande do Norte,1083
2010,Alagoas,Paraíba,1242
2010,Alagoas,Pernambuco,15542
2010,Alagoas,Sergipe,11237
2010,Alagoas,Bahia,8141
2010,Alagoas,Minas Gerais,14428
2010,Alagoas,Espírito Santo,2709
2010,Alagoas,Rio de Janeiro,3861
2010,Alagoas,São Paulo,49775
2010,Alagoas,Paraná,1789
2010,Alagoas,Santa Catarina,1518
2010,Alagoas,Rio Grande do Sul,279
2010,Alagoas,Mato Grosso do Sul,2130
2010,Alagoas,Mato Grosso,6501
2010,Alagoas,Goiás,4081
2010,Alagoas,Distrito Federal,1174
2010,Sergipe,Rondônia,216
2010,Sergipe,Acre,7
2010,Sergipe,Amazonas,129
2010,Sergipe,Roraima,42
2010,Sergipe,Pará,483
2010,Sergipe,Amapá,36
2010,Sergipe,Tocantins,240
2010,Sergipe,Maranhão,305
2010,Sergipe,Piauí,231
2010,Sergipe,Ceará,471
2010,Sergipe,Rio Grande do Norte,413
2010,Sergipe,Paraíba,448
2010,Sergipe,Pernambuco,1249
2010,Sergipe,Alagoas,4575
2010,Sergipe,Bahia,11526
2010,Sergipe,Minas Gerais,2023
2010,Sergipe,Espírito Santo,795
2010,Sergipe,Rio de Janeiro,2754
2010,Sergipe,São Paulo,14765
2010,Sergipe,Paraná,673
2010,Sergipe,Santa Catarina,766
2010,Sergipe,Rio Grande do Sul,321
2010,Sergipe,Mato Grosso do Sul,256
2010,Sergipe,Mato Grosso,439
2010,Sergipe,Goiás,817
2010,Sergipe,Distrito Federal,1163
2010,Bahia,Rondônia,1895
2010,Bahia,Acre,378
2010,Bahia,Amazonas,841
2010,Bahia,Roraima,361
2010,Bahia,Pará,3337
2010,Bahia,Amapá,134
2010,Bahia,Tocantins,2756
2010,Bahia,Maranhão,2555
2010,Bahia,Piauí,2960
2010,Bahia,Ceará,5181
2010,Bahia,Rio Grande do Norte,2383
2010,Bahia,Paraíba,3270
2010,Bahia,Pernambuco,18165
2010,Bahia,Alagoas,4351
2010,Bahia,Sergipe,17733
2010,Bahia,Minas Gerais,38101
2010,Bahia,Espírito Santo,39523
2010,Bahia,Rio de Janeiro,27031
2010,Bahia,São Paulo,215005
2010,Bahia,Paraná,6376
2010,Bahia,Santa Catarina,7392
2010,Bahia,Rio Grande do Sul,2889
2010,Bahia,Mato Grosso do Sul,2216
2010,Bahia,Mato Grosso,3538
2010,Bahia,Goiás,37144
2010,Bahia,Distrito Federal,20845
2010,Minas Gerais,Rondônia,3962
2010,Minas Gerais,Acre,598
2010,Minas Gerais,Amazonas,1494
2010,Minas Gerais,Roraima,314
2010,Minas Gerais,Pará,5768
2010,Minas Gerais,Amapá,455
2010,Minas Gerais,Tocantins,3646
2010,Minas Gerais,Maranhão,2565
2010,Minas Gerais,Piauí,1164
2010,Minas Gerais,Ceará,3058
2010,Minas Gerais,Rio Grande do Norte,1734
2010,Minas Gerais,Paraíba,1451
2010,Minas Gerais,Pernambuco,3557
2010,Minas Gerais,Alagoas,1256
2010,Minas Gerais,Sergipe,724
2010,Minas Gerais,Bahia,20627
2010,Minas Gerais,Espírito Santo,37534
2010,Minas Gerais,Rio de Janeiro,46865
2010,Minas Gerais,São Paulo,162112
2010,Minas Gerais,Paraná,11721
2010,Minas Gerais,Santa Catarina,4972
2010,Minas Gerais,Rio Grande do Sul,3884
2010,Minas Gerais,Mato Grosso do Sul,4761
2010,Minas Gerais,Mato Grosso,5074
2010,Minas Gerais,Goiás,36017
2010,Minas Gerais,Distrito Federal,25311
2010,Espírito Santo,Rondônia,2231
2010,Espírito Santo,Acre,40
2010,Espírito Santo,Amazonas,244
2010,Espírito Santo,Roraima,64
2010,Espírito Santo,Pará,752
2010,Espírito Santo,Amapá,56
2010,Espírito Santo,Tocantins,126
2010,Espírito Santo,Maranhão,428
2010,Espírito Santo,Piauí,305
2010,Espírito Santo,Ceará,457
2010,Espírito Santo,Rio Grande do Norte,261
2010,Espírito Santo,Paraíba,301
2010,Espírito Santo,Pernambuco,621
2010,Espírito Santo,Alagoas,165
2010,Espírito Santo,Sergipe,225
2010,Espírito Santo,Bahia,11010
2010,Espírito Santo,Minas Gerais,21605
2010,Espírito Santo,Rio de Janeiro,17788
2010,Espírito Santo,São Paulo,7339
2010,Espírito Santo,Paraná,1175
2010,Espírito Santo,Santa Catarina,909
2010,Espírito Santo,Rio Grande do Sul,698
2010,Espírito Santo,Mato Grosso do Sul,463
2010,Espírito Santo,Mato Grosso,554
2010,Espírito Santo,Goiás,1136
2010,Espírito Santo,Distrito Federal,1167
2010,Rio de Janeiro,Rondônia,1094
2010,Rio de Janeiro,Acre,412
2010,Rio de Janeiro,Amazonas,5491
2010,Rio de Janeiro,Roraima,568
2010,Rio de Janeiro,Pará,4527
2010,Rio de Janeiro,Amapá,395
2010,Rio de Janeiro,Tocantins,888
2010,Rio de Janeiro,Maranhão,3961
2010,Rio de Janeiro,Piauí,2057
2010,Rio de Janeiro,Ceará,12264
2010,Rio de Janeiro,Rio Grande do Norte,9118
2010,Rio de Janeiro,Paraíba,16538
2010,Rio de Janeiro,Pernambuco,9802
2010,Rio de Janeiro,Alagoas,2329
2010,Rio de Janeiro,Sergipe,3081
2010,Rio de Janeiro,Bahia,13891
2010,Rio de Janeiro,Minas Gerais,45487
2010,Rio de Janeiro,Espírito Santo,22977
2010,Rio de Janeiro,São Paulo,46379
2010,Rio de Janeiro,Paraná,7915
2010,Rio de Janeiro,Santa Catarina,6941
2010,Rio de Janeiro,Rio Grande do Sul,8408
2010,Rio de Janeiro,Mato Grosso do Sul,4431
2010,Rio de Janeiro,Mato Grosso,1477
2010,Rio de Janeiro,Goiás,4625
2010,Rio de Janeiro,Distrito Federal,12252
2010,São Paulo,Rondônia,5936
2010,São Paulo,Acre,992
2010,São Paulo,Amazonas,2864
2010,São Paulo,Roraima,868
2010,São Paulo,Pará,7142
2010,São Paulo,Amapá,563
2010,São Paulo,Tocantins,4211
2010,São Paulo,Maranhão,10758
2010,São Paulo,Piauí,17555
2010,São Paulo,Ceará,32773
2010,São Paulo,Rio Grande do Norte,13421
2010,São Paulo,Paraíba,23652
2010,São Paulo,Pernambuco,47977
2010,São Paulo,Alagoas,17266
2010,São Paulo,Sergipe,10672
2010,São Paulo,Bahia,89695
2010,São Paulo,Minas Gerais,145402
2010,São Paulo,Espírito Santo,10902
2010,São Paulo,Rio de Janeiro,41101
2010,São Paulo,Paraná,112683
2010,São Paulo,Santa Catarina,36554
2010,São Paulo,Rio Grande do Sul,14532
2010,São Paulo,Mato Grosso do Sul,33457
2010,São Paulo,Mato Grosso,16261
2010,São Paulo,Goiás,25035
2010,São Paulo,Distrito Federal,13245
2010,Paraná,Rondônia,5121
2010,Paraná,Acre,439
2010,Paraná,Amazonas,1529
2010,Paraná,Roraima,489
2010,Paraná,Pará,2142
2010,Paraná,Amapá,197
2010,Paraná,Tocantins,1500
2010,Paraná,Maranhão,1178
2010,Paraná,Piauí,318
2010,Paraná,Ceará,1403
2010,Paraná,Rio Grande do Norte,608
2010,Paraná,Paraíba,742
2010,Paraná,Pernambuco,1142
2010,Paraná,Alagoas,392
2010,Paraná,Sergipe,397
2010,Paraná,Bahia,4661
2010,Paraná,Minas Gerais,9407
2010,Paraná,Espírito Santo,1299
2010,Paraná,Rio de Janeiro,5086
2010,Paraná,São Paulo,80398
2010,Paraná,Santa Catarina,118200
2010,Paraná,Rio Grande do Sul,16997
2010,Paraná,Mato Grosso do Sul,14560
2010,Paraná,Mato Grosso,17995
2010,Paraná,Goiás,4753
2010,Paraná,Distrito Federal,2741
2010,Santa Catarina,Rondônia,1878
2010,Santa Catarina,Acre,112
2010,Santa Catarina,Amazonas,480
2010,Santa Catarina,Roraima,226
2010,Santa Catarina,Pará,667
2010,Santa Catarina,Amapá,105
2010,Santa Catarina,Tocantins,376
2010,Santa Catarina,Maranhão,489
2010,Santa Catarina,Piauí,251
2010,Santa Catarina,Ceará,726
2010,Santa Catarina,Rio Grande do Norte,599
2010,Santa Catarina,Paraíba,515
2010,Santa Catarina,Pernambuco,1053
2010,Santa Catarina,Alagoas,395
2010,Santa Catarina,Sergipe,105
2010,Santa Catarina,Bahia,1541
2010,Santa Catarina,Minas Gerais,3081
2010,Santa Catarina,Espírito Santo,539
2010,Santa Catarina,Rio de Janeiro,3703
2010,Santa Catarina,São Paulo,18132
2010,Santa Catarina,Paraná,50047
2010,Santa Catarina,Rio Grande do Sul,31902
2010,Santa Catarina,Mato Grosso do Sul,2881
2010,Santa Catarina,Mato Grosso,4079
2010,Santa Catarina,Goiás,2480
2010,Santa Catarina,Distrito Federal,2526
2010,Rio Grande do Sul,Rondônia,1446
2010,Rio Grande do Sul,Acre,231
2010,Rio Grande do Sul,Amazonas,1523
2010,Rio Grande do Sul,Roraima,373
2010,Rio Grande do Sul,Pará,1537
2010,Rio Grande do Sul,Amapá,91
2010,Rio Grande do Sul,Tocantins,645
2010,Rio Grande do Sul,Maranhão,764
2010,Rio Grande do Sul,Piauí,725
2010,Rio Grande do Sul,Ceará,1794
2010,Rio Grande do Sul,Rio Grande do Norte,763
2010,Rio Grande do Sul,Paraíba,888
2010,Rio Grande do Sul,Pernambuco,1751
2010,Rio Grande do Sul,Alagoas,467
2010,Rio Grande do Sul,Sergipe,521
2010,Rio Grande do Sul,Bahia,3443
2010,Rio Grande do Sul,Minas Gerais,3684
2010,Rio Grande do Sul,Espírito Santo,922
2010,Rio Grande do Sul,Rio de Janeiro,7545
2010,Rio Grande do Sul,São Paulo,17425
2010,Rio Grande do Sul,Paraná,21853
2010,Rio Grande do Sul,Santa Catarina,91953
2010,Rio Grande do Sul,Mato Grosso do Sul,3843
2010,Rio Grande do Sul,Mato Grosso,5949
2010,Rio Grande do Sul,Goiás,3031
2010,Rio Grande do Sul,Distrito Federal,4095
2010,Mato Grosso do Sul,Rondônia,2210
2010,Mato Grosso do Sul,Acre,350
2010,Mato Grosso do Sul,Amazonas,303
2010,Mato Grosso do Sul,Roraima,358
2010,Mato Grosso do Sul,Pará,855
2010,Mato Grosso do Sul,Amapá,91
2010,Mato Grosso do Sul,Tocantins,472
2010,Mato Grosso do Sul,Maranhão,397
2010,Mato Grosso do Sul,Piauí,283
2010,Mato Grosso do Sul,Ceará,382
2010,Mato Grosso do Sul,Rio Grande do Norte,640
2010,Mato Grosso do Sul,Paraíba,825
2010,Mato Grosso do Sul,Pernambuco,490
2010,Mato Grosso do Sul,Alagoas,268
2010,Mato Grosso do Sul,Sergipe,215
2010,Mato Grosso do Sul,Bahia,1317
2010,Mato Grosso do Sul,Minas Gerais,3528
2010,Mato Grosso do Sul,Espírito Santo,566
2010,Mato Grosso do Sul,Rio de Janeiro,3341
2010,Mato Grosso do Sul,São Paulo,23327
2010,Mato Grosso do Sul,Paraná,14651
2010,Mato Grosso do Sul,Santa Catarina,4093
2010,Mato Grosso do Sul,Rio Grande do Sul,2887
2010,Mato Grosso do Sul,Mato Grosso,13410
2010,Mato Grosso do Sul,Goiás,4572
2010,Mato Grosso do Sul,Distrito Federal,1076
2010,Mato Grosso,Rondônia,13876
2010,Mato Grosso,Acre,756
2010,Mato Grosso,Amazonas,1608
2010,Mato Grosso,Roraima,324
2010,Mato Grosso,Pará,8295
2010,Mato Grosso,Amapá,232
2010,Mato Grosso,Tocantins,2921
2010,Mato Grosso,Maranhão,2179
2010,Mato Grosso,Piauí,835
2010,Mato Grosso,Ceará,691
2010,Mato Grosso,Rio Grande do Norte,422
2010,Mato Grosso,Paraíba,321
2010,Mato Grosso,Pernambuco,838
2010,Mato Grosso,Alagoas,765
2010,Mato Grosso,Sergipe,379
2010,Mato Grosso,Bahia,2199
2010,Mato Grosso,Minas Gerais,4733
2010,Mato Grosso,Espírito Santo,840
2010,Mato Grosso,Rio de Janeiro,1728
2010,Mato Grosso,São Paulo,15134
2010,Mato Grosso,Paraná,15957
2010,Mato Grosso,Santa Catarina,6171
2010,Mato Grosso,Rio Grande do Sul,3780
2010,Mato Grosso,Mato Grosso do Sul,13777
2010,Mato Grosso,Goiás,20696
2010,Mato Grosso,Distrito Federal,2132
2010,Goiás,Rondônia,2553
2010,Goiás,Acre,208
2010,Goiás,Amazonas,820
2010,Goiás,Roraima,386
2010,Goiás,Pará,9263
2010,Goiás,Amapá,217
2010,Goiás,Tocantins,18829
2010,Goiás,Maranhão,5430
2010,Goiás,Piauí,3311
2010,Goiás,Ceará,2182
2010,Goiás,Rio Grande do Norte,1380
2010,Goiás,Paraíba,1382
2010,Goiás,Pernambuco,1394
2010,Goiás,Alagoas,341
2010,Goiás,Sergipe,307
2010,Goiás,Bahia,8336
2010,Goiás,Minas Gerais,22402
2010,Goiás,Espírito Santo,621
2010,Goiás,Rio de Janeiro,2519
2010,Goiás,São Paulo,14741
2010,Goiás,Paraná,2716
2010,Goiás,Santa Catarina,2110
2010,Goiás,Rio Grande do Sul,1834
2010,Goiás,Mato Grosso do Sul,3794
2010,Goiás,Mato Grosso,16087
2010,Goiás,Distrito Federal,32941
2010,Distrito Federal,Rondônia,409
2010,Distrito Federal,Acre,232
2010,Distrito Federal,Amazonas,1191
2010,Distrito Federal,Roraima,363
2010,Distrito Federal,Pará,2222
2010,Distrito Federal,Amapá,235
2010,Distrito Federal,Tocantins,4391
2010,Distrito Federal,Maranhão,6929
2010,Distrito Federal,Piauí,8482
2010,Distrito Federal,Ceará,5246
2010,Distrito Federal,Rio Grande do Norte,2478
2010,Distrito Federal,Paraíba,3720
2010,Distrito Federal,Pernambuco,2876
2010,Distrito Federal,Alagoas,621
2010,Distrito Federal,Sergipe,1239
2010,Distrito Federal,Bahia,8809
2010,Distrito Federal,Minas Gerais,13772
2010,Distrito Federal,Espírito Santo,1869
2010,Distrito Federal,Rio de Janeiro,7831
2010,Distrito Federal,São Paulo,10792
2010,Distrito Federal,Paraná,2578
2010,Distrito Federal,Santa Catarina,2270
2010,Distrito Federal,Rio Grande do Sul,2566
2010,Distrito Federal,Mato Grosso do Sul,766
2010,Distrito Federal,Mato Grosso,1421
2010,Distrito Federal,Goiás,82564
